Variables="Par","CDF"
Zone T="Per Meas"
-3.912023005	0.714285714
-3.912023005	1.428571429
-3.912023005	2.142857143
-3.506557897	2.857142857
-3.506557897	3.571428571
-3.218875825	4.285714286
-2.813410717	5
-2.813410717	5.714285714
-2.813410717	6.428571429
-2.813410717	7.142857143
-2.525728644	7.857142857
-2.407945609	8.571428571
-2.407945609	9.285714286
-2.407945609	10
-2.120263536	10.71428571
-2.040220829	11.42857143
-1.966112856	12.14285714
-1.966112856	12.85714286
-1.897119985	13.57142857
-1.771956842	14.28571429
-1.771956842	15
-1.714798428	15.71428571
-1.660731207	16.42857143
-1.609437912	17.14285714
-1.609437912	17.85714286
-1.514127733	18.57142857
-1.46967597	19.28571429
-1.46967597	20
-1.427116356	20.71428571
-1.427116356	21.42857143
-1.237874356	22.14285714
-1.171182982	22.85714286
-1.108662625	23.57142857
-1.108662625	24.28571429
-1.078809661	25
-1.021651248	25.71428571
-0.994252273	26.42857143
-0.967584026	27.14285714
-0.967584026	27.85714286
-0.94160854	28.57142857
-0.916290732	29.28571429
-0.916290732	30
-0.916290732	30.71428571
-0.916290732	31.42857143
-0.891598119	32.14285714
-0.891598119	32.85714286
-0.891598119	33.57142857
-0.733969175	34.28571429
-0.733969175	35
-0.673344553	35.71428571
-0.634878272	36.42857143
-0.616186139	37.14285714
-0.544727175	37.85714286
-0.356674944	38.57142857
-0.356674944	39.28571429
-0.342490309	40
-0.328504067	40.71428571
-0.314710745	41.42857143
-0.261364764	42.14285714
-0.248461359	42.85714286
-0.248461359	43.57142857
-0.223143551	44.28571429
-0.223143551	45
-0.223143551	45.71428571
-0.210721031	46.42857143
-0.186329578	47.14285714
-0.15082289	47.85714286
-0.116533816	48.57142857
-0.116533816	49.28571429
-0.105360516	50
-0.083381609	50.71428571
-0.072570693	51.42857143
0	52.14285714
0	52.85714286
0	53.57142857
0.009950331	54.28571429
0.039220713	55
0.09531018	55.71428571
0.182321557	56.42857143
0.182321557	57.14285714
0.231111721	57.85714286
0.270027137	58.57142857
0.350656872	59.28571429
0.405465108	60
0.470003629	60.71428571
0.530628251	61.42857143
0.542324291	62.14285714
0.570979547	62.85714286
0.58221562	63.57142857
0.609765572	64.28571429
0.727548607	65
0.819779831	65.71428571
0.875468737	66.42857143
0.90016135	67.14285714
0.928219303	67.85714286
0.947789399	68.57142857
0.996948635	69.28571429
1.029619417	70
1.029619417	70.71428571
1.064710737	71.42857143
1.071583616	72.14285714
1.088561953	72.85714286
1.137833002	73.57142857
1.16938136	74.28571429
1.190887565	75
1.229640551	75.71428571
1.238374231	76.42857143
1.255616037	77.14285714
1.311031877	77.85714286
1.324418957	78.57142857
1.348073148	79.28571429
1.350667183	80
1.355835154	80.71428571
1.360976553	81.42857143
1.398716881	82.14285714
1.398716881	82.85714286
1.401182974	83.57142857
1.458615023	84.28571429
1.591273942	85
1.593308531	85.71428571
1.654411278	86.42857143
1.667706821	87.14285714
1.70837786	87.85714286
1.752672081	88.57142857
1.785070481	89.28571429
1.796747011	90
1.8017098	90.71428571
1.843719208	91.42857143
1.850028377	92.14285714
1.876406943	92.85714286
1.885553349	93.57142857
1.89761986	94.28571429
1.927164106	95
1.945910149	95.71428571
1.982379829	96.42857143
2.100468909	97.14285714
2.281361457	97.85714286
2.33408376	98.57142857
2.536866389	99.28571429
3.559055466	100
Zone T="Per Gene"
-3.7090	0.2
-3.7090	0.4
-3.7090	0.6
-3.7090	0.8
-3.7090	1
-3.6870	1.2
-3.5280	1.4
-3.4920	1.6
-3.4130	1.8
-3.3350	2
-3.2570	2.2
-3.2200	2.4
-3.1440	2.6
-3.1000	2.8
-3.0280	3
-3.0000	3.2
-2.9480	3.4
-2.9220	3.6
-2.8670	3.8
-2.8390	4
-2.8130	4.2
-2.7770	4.4
-2.7340	4.6
-2.6980	4.8
-2.6820	5
-2.6250	5.2
-2.6140	5.4
-2.5820	5.6
-2.5610	5.8
-2.5200	6
-2.5120	6.2
-2.4840	6.4
-2.4620	6.6
-2.4260	6.8
-2.3980	7
-2.3790	7.2
-2.3510	7.4
-2.3340	7.6
-2.3220	7.8
-2.2910	8
-2.2740	8.2
-2.2540	8.4
-2.2260	8.6
-2.2030	8.8
-2.1890	9
-2.1700	9.2
-2.1600	9.4
-2.1260	9.6
-2.1220	9.8
-2.1020	10
-2.0830	10.2
-2.0720	10.4
-2.0440	10.6
-2.0270	10.8
-2.0050	11
-1.9900	11.2
-1.9870	11.4
-1.9710	11.6
-1.9550	11.8
-1.9330	12
-1.9180	12.2
-1.8990	12.4
-1.8850	12.6
-1.8720	12.8
-1.8510	13
-1.8430	13.2
-1.8220	13.4
-1.8160	13.6
-1.7960	13.8
-1.7890	14
-1.7710	14.2
-1.7580	14.4
-1.7420	14.6
-1.7350	14.8
-1.7160	15
-1.6980	15.2
-1.6900	15.4
-1.6780	15.6
-1.6710	15.8
-1.6490	16
-1.6400	16.2
-1.6240	16.4
-1.6080	16.6
-1.6030	16.8
-1.5850	17
-1.5710	17.2
-1.5630	17.4
-1.5520	17.6
-1.5440	17.8
-1.5300	18
-1.5110	18.2
-1.5070	18.4
-1.4950	18.6
-1.4760	18.8
-1.4690	19
-1.4530	19.2
-1.4500	19.4
-1.4350	19.6
-1.4260	19.8
-1.4130	20
-1.4070	20.2
-1.3910	20.4
-1.3800	20.6
-1.3740	20.8
-1.3620	21
-1.3520	21.2
-1.3330	21.4
-1.3240	21.6
-1.3190	21.8
-1.3070	22
-1.2970	22.2
-1.2830	22.4
-1.2770	22.6
-1.2680	22.8
-1.2560	23
-1.2440	23.2
-1.2350	23.4
-1.2270	23.6
-1.2120	23.8
-1.2000	24
-1.1890	24.2
-1.1860	24.4
-1.1730	24.6
-1.1670	24.8
-1.1570	25
-1.1420	25.2
-1.1370	25.4
-1.1230	25.6
-1.1160	25.8
-1.1070	26
-1.0960	26.2
-1.0850	26.4
-1.0760	26.6
-1.0720	26.8
-1.0560	27
-1.0480	27.2
-1.0370	27.4
-1.0310	27.6
-1.0200	27.8
-1.0090	28
-0.9990	28.2
-0.9928	28.4
-0.9822	28.6
-0.9765	28.8
-0.9639	29
-0.9573	29.2
-0.9491	29.4
-0.9358	29.6
-0.9288	29.8
-0.9216	30
-0.9129	30.2
-0.9058	30.4
-0.8941	30.6
-0.8822	30.8
-0.8786	31
-0.8648	31.2
-0.8598	31.4
-0.8500	31.6
-0.8396	31.8
-0.8373	32
-0.8257	32.2
-0.8139	32.4
-0.8053	32.6
-0.8006	32.8
-0.7864	33
-0.7856	33.2
-0.7721	33.4
-0.7609	33.6
-0.7580	33.8
-0.7472	34
-0.7418	34.2
-0.7294	34.4
-0.7206	34.6
-0.7146	34.8
-0.7015	35
-0.6963	35.2
-0.6887	35.4
-0.6775	35.6
-0.6704	35.8
-0.6617	36
-0.6543	36.2
-0.6450	36.4
-0.6424	36.6
-0.6305	36.8
-0.6241	37
-0.6177	37.2
-0.6084	37.4
-0.5970	37.6
-0.5884	37.8
-0.5833	38
-0.5743	38.2
-0.5647	38.4
-0.5606	38.6
-0.5501	38.8
-0.5387	39
-0.5293	39.2
-0.5222	39.4
-0.5160	39.6
-0.5079	39.8
-0.5000	40
-0.4967	40.2
-0.4886	40.4
-0.4749	40.6
-0.4675	40.8
-0.4646	41
-0.4506	41.2
-0.4447	41.4
-0.4380	41.6
-0.4317	41.8
-0.4213	42
-0.4108	42.2
-0.4048	42.4
-0.3941	42.6
-0.3928	42.8
-0.3786	43
-0.3727	43.2
-0.3618	43.4
-0.3597	43.6
-0.3524	43.8
-0.3440	44
-0.3343	44.2
-0.3279	44.4
-0.3215	44.6
-0.3122	44.8
-0.3042	45
-0.2952	45.2
-0.2861	45.4
-0.2804	45.6
-0.2753	45.8
-0.2600	46
-0.2579	46.2
-0.2510	46.4
-0.2389	46.6
-0.2298	46.8
-0.2265	47
-0.2155	47.2
-0.2105	47.4
-0.2052	47.6
-0.1952	47.8
-0.1895	48
-0.1806	48.2
-0.1684	48.4
-0.1627	48.6
-0.1533	48.8
-0.1461	49
-0.1416	49.2
-0.1353	49.4
-0.1269	49.6
-0.1142	49.8
-0.1074	50
-0.0983	50.2
-0.0950	50.4
-0.0832	50.6
-0.0781	50.8
-0.0706	51
-0.0616	51.2
-0.0519	51.4
-0.0480	51.6
-0.0384	51.8
-0.0323	52
-0.0208	52.2
-0.0171	52.4
-0.0034	52.6
0.0030	52.8
0.0073	53
0.0185	53.2
0.0240	53.4
0.0292	53.6
0.0374	53.8
0.0502	54
0.0567	54.2
0.0612	54.4
0.0740	54.6
0.0769	54.8
0.0892	55
0.0955	55.2
0.1027	55.4
0.1135	55.6
0.1193	55.8
0.1246	56
0.1372	56.2
